payment_id,ride_id,amount,payment_date
P019702,R017083,8.57,2025-03-02
P019703,R003524,6.76,2024-06-15
P019704,R024971,10.31,2025-04-02
P019705,R023846,24.27,2025-07-16
P019706,R005581,29.28,2025-05-11
P019707,R006231,20.96,2025-11-24
P019708,R021922,5.0,2025-02-02
P019709,R027748,24.8,2024-03-05
P019710,R002405,38.03,2025-07-22
P019711,R024792,32.8,2025-03-21
P019712,R024884,10.61,2024-06-11
P019713,R000709,31.35,2024-04-15
P019714,R009887,35.04,2025-12-30
P019715,R025213,22.13,2024-11-30
P019716,R014706,23.86,2024-10-21
P019717,R013268,38.36,2025-02-25
P019718,R029229,39.05,2025-08-28
P019719,R002698,25.69,2024-07-11
P019720,R020209,13.13,2026-03-05
P019721,R014077,20.78,2025-12-24
P019722,R029570,6.29,2025-03-03
P019723,R017122,8.47,2025-02-26
P019724,R005394,27.88,2026-03-07
P019725,R025415,6.36,2026-04-10
P019726,R015254,34.72,2025-04-03
P019727,R027895,30.54,2024-11-08
P019728,R029118,10.62,2025-10-25
P019729,R023824,29.99,2026-01-16
P019730,R006625,25.21,2025-05-05
P019731,R028847,19.74,2024-11-17
P019732,R025789,32.97,2024-02-23
P019733,R020998,25.4,2025-12-18
P019734,R023024,19.39,2025-12-30
P019735,R021887,23.9,2024-09-23
P019736,R001752,33.09,2025-02-16
P019737,R012302,10.3,2026-06-23
P019738,R021564,44.09,2026-01-09
P019739,R016307,36.78,2025-05-30
P019740,R009005,10.65,2025-03-19
P019741,R014536,8.25,2025-04-01
P019742,R026253,7.98,2025-01-05
P019743,R005672,20.71,2025-03-14
P019744,R021190,16.48,2025-07-10
P019745,R023935,31.33,2026-01-13
P019746,R021944,5.27,2025-07-05
P019747,R014929,23.29,2026-02-07
P019748,R015414,15.49,2026-03-31
P019749,R009938,5.29,2025-08-13
P019750,R002334,29.98,2026-03-17
P019751,R019435,7.41,2024-10-15
P019752,R027311,34.26,2025-08-02
P019753,R011236,35.92,2026-05-24
P019754,R026190,11.56,2026-01-17
P019755,R023226,38.1,2025-11-25
P019756,R009487,29.98,2024-12-16
P019757,R018192,28.56,2024-12-31
P019758,R024837,6.45,2026-03-25
P019759,R001365,14.42,2025-11-09
P019760,R024851,26.78,2025-09-24
P019761,R019911,36.73,2024-12-03
P019762,R027903,27.01,2024-05-28
P019763,R025179,11.66,2025-11-07
P019764,R000202,16.02,2024-11-15
P019765,R026362,8.29,2024-07-03
P019766,R015479,13.1,2025-09-12
P019767,R022838,30.3,2025-07-21
P019768,R023105,22.63,2024-10-04
P019769,R022458,9.27,2024-02-12
P019770,R025902,33.95,2025-08-04
P019771,R029010,26.89,2025-01-30
P019772,R010920,38.36,2024-04-06
P019773,R020220,24.41,2024-12-11
P019774,R014424,43.47,2025-11-23
P019775,R022731,35.72,2024-12-20
P019776,R009014,24.75,2026-06-30
P019777,R028329,18.3,2025-02-14
P019778,R025464,29.56,2025-10-23
P019779,R009852,45.83,2025-06-25
P019780,R001742,27.95,2025-05-18
P019781,R019441,24.72,2025-05-09
P019782,R012801,30.58,2025-04-06
P019783,R008167,23.06,2025-07-26
P019784,R015119,20.79,2026-05-20
P019785,R006031,44.25,2026-02-24
P019786,R014845,24.2,2025-08-01
P019787,R019607,35.35,2025-08-22
P019788,R028593,28.27,2024-08-30
P019789,R008426,15.06,2025-07-20
P019790,R017313,37.56,2026-02-13
P019791,R019606,41.2,2026-05-30
P019792,R028060,11.54,2025-12-22
P019793,R011005,27.45,2025-11-22
P019794,R014326,7.27,2024-06-13
P019795,R007866,11.08,2026-05-16
P019796,R005936,13.35,2025-06-27
P019797,R023020,26.61,2025-06-06
P019798,R006846,18.27,2025-11-24
P019799,R009904,23.18,2024-12-14
P019800,R028546,28.66,2024-08-24
P019801,R013442,39.85,2025-08-06
P019802,R008531,29.16,2025-09-16
P019803,R023463,14.23,2026-02-06
P019804,R010315,9.07,2024-03-12
P019805,R021382,13.96,2024-11-07
P019806,R000600,27.11,2024-12-30
P019807,R009724,36.63,2025-08-30
P019808,R007075,21.38,2025-12-06
P019809,R003514,17.67,2025-09-14
P019810,R004102,34.02,2025-10-18
P019811,R017613,25.22,2024-07-10
P019812,R018557,16.4,2025-10-16
P019813,R017034,20.23,2024-12-09
P019814,R020131,5.13,2025-11-27
P019815,R026196,18.51,2026-02-16
P019816,R022356,24.69,2024-11-10
P019817,R013419,17.79,2024-11-22
P019818,R028687,19.31,2025-02-25
P019819,R012027,21.14,2024-01-23
P019820,R009503,20.01,2026-03-12
P019821,R008643,9.54,2025-09-20
P019822,R025633,25.51,2026-04-28
P019823,R020017,16.4,2024-08-27
P019824,R002088,28.08,2024-12-17
P019825,R001508,39.39,2026-05-06
P019826,R014014,28.7,2025-12-29
P019827,R025363,37.92,2025-09-01
P019828,R015997,25.47,2025-12-16
P019829,R002873,15.64,2024-10-26
P019830,R006178,34.33,2024-02-26
P019831,R013624,32.47,2025-06-02
P019832,R025987,33.97,2024-07-17
P019833,R027260,9.05,2024-12-20
P019834,R018834,24.54,2026-04-27
P019835,R022818,31.85,2025-12-02
P019836,R021516,40.2,2025-10-19
P019837,R001479,23.07,2026-05-20
P019838,R023567,34.7,2025-11-09
P019839,R008434,30.84,2025-09-15
P019840,R006431,31.42,2025-03-29
P019841,R020875,6.54,2025-07-24
P019842,R006174,12.09,2026-03-10
P019843,R006611,27.73,2025-04-09
P019844,R007754,30.26,2025-04-28
P019845,R011461,30.88,2025-09-24
P019846,R029286,18.35,2024-12-20
P019847,R025306,26.09,2025-04-15
P019848,R015239,34.24,2025-03-31
P019849,R009826,7.83,2025-05-26
P019850,R029011,9.23,2025-12-09
P019851,R021955,27.34,2025-04-22
P019852,R022614,30.88,2025-09-04
P019853,R013773,9.05,2025-10-06
P019854,R028556,41.53,2025-01-21
P019855,R021331,43.09,2024-12-29
P019856,R020855,22.1,2024-12-17
P019857,R012856,16.24,2024-07-13
P019858,R013135,11.4,2024-11-04
P019859,R021983,23.8,2024-12-10
P019860,R001474,21.31,2026-03-13
P019861,R028455,21.35,2024-03-05
P019862,R000348,17.69,2025-07-23
P019863,R015186,14.98,2025-11-03
P019864,R005760,13.52,2024-10-26
P019865,R000018,19.31,2024-11-28
P019866,R002615,13.66,2024-10-13
P019867,R029749,25.13,2026-02-09
P019868,R015363,16.47,2025-09-29
P019869,R001981,19.02,2026-03-14
P019870,R030221,10.78,2025-06-04
P019871,R002964,5.11,2025-10-04
P019872,R010022,32.91,2025-09-18
P019873,R029578,30.07,2024-08-23
P019874,R022053,25.88,2025-03-30
P019875,R001579,14.85,2024-11-22
P019876,R021753,31.37,2025-01-28
P019877,R011602,32.8,2026-04-24
P019878,R003417,28.89,2026-05-26
P019879,R011881,14.61,2026-01-28
P019880,R018054,16.63,2024-02-17
P019881,R024470,27.72,2025-05-05
P019882,R011191,38.51,2025-12-09
P019883,R024253,44.18,2025-04-07
P019884,R019563,32.45,2025-07-15
P019885,R018026,46.55,2026-04-23
P019886,R001184,16.41,2025-04-30
P019887,R025401,19.51,2025-08-02
P019888,R022298,21.76,2025-12-31
P019889,R023022,26.58,2026-03-09
P019890,R004594,32.76,2026-06-06
P019891,R019142,34.07,2024-10-06
P019892,R013362,17.31,2025-02-10
P019893,R028772,18.35,2025-05-31
P019894,R013744,18.59,2024-12-26
P019895,R002571,18.95,2025-02-05
P019896,R027290,38.59,2025-07-02
P019897,R010839,9.78,2025-08-18
P019898,R028703,10.66,2025-05-24
P019899,R018293,36.88,2025-04-13
P019900,R011446,19.09,2024-12-03
P019901,R016855,17.13,2024-11-14
P019902,R024031,27.33,2025-01-24
P019903,R029607,7.74,2024-04-28
P019904,R028002,36.7,2026-04-02
P019905,R002345,42.56,2025-03-24
P019906,R008591,40.27,2025-05-21
P019907,R015505,30.8,2025-11-26
P019908,R020537,30.8,2025-03-11
P019909,R024185,25.42,2025-08-31
P019910,R022510,7.39,2025-09-29
P019911,R026340,18.15,2024-09-21
P019912,R016523,24.56,2024-07-10
P019913,R007633,10.02,2025-01-22
P019914,R020286,15.61,2025-09-26
P019915,R012226,13.56,2025-06-30
P019916,R015132,40.27,2026-02-22
P019917,R013354,36.01,2025-01-12
P019918,R021541,5.29,2025-05-11
P019919,R003948,9.4,2025-01-20
P019920,R003465,30.47,2025-04-20
P019921,R028156,41.68,2025-08-27
P019922,R019472,9.78,2024-10-05
P019923,R026004,37.09,2026-01-09
P019924,R008345,10.73,2026-01-03
P019925,R022436,31.2,2025-09-30
P019926,R000660,31.87,2025-04-02
P019927,R028029,27.15,2025-01-05
P019928,R016461,21.47,2025-07-31
P019929,R004206,14.33,2026-05-18
P019930,R025354,32.12,2025-11-20
P019931,R026520,31.96,2025-03-28
P019932,R005361,6.11,2025-09-20
P019933,R000582,17.49,2024-05-11
P019934,R027221,24.67,2026-04-02
P019935,R026384,23.15,2025-08-09
P019936,R008567,24.1,2026-04-09
P019937,R004974,6.27,2024-09-30
P019938,R014404,39.64,2025-05-27
P019939,R015874,33.22,2024-08-06
P019940,R002984,10.44,2024-12-29
P019941,R022213,24.27,2025-11-25
P019942,R011531,32.93,2024-04-19
P019943,R000296,26.93,2025-04-26
P019944,R023332,30.62,2025-05-30
P019945,R022383,17.35,2025-09-30
P019946,R013693,13.94,2025-12-19
P019947,R028309,13.06,2025-09-16
P019948,R022710,10.54,2026-02-10
P019949,R007445,15.36,2025-10-15
P019950,R007445,15.36,2025-10-15
P019951,R017697,7.98,2025-08-20
P019952,R013820,25.31,2024-10-08
P019953,R014575,30.08,2025-11-13
P019954,R012390,30.07,2025-06-12
P019955,R012519,12.26,2024-09-17
P019956,R011666,8.05,2025-12-28
P019957,R019453,41.78,2025-12-08
P019958,R015157,8.27,2024-10-17
P019959,R024134,8.34,2025-09-15
P019960,R014211,34.63,2025-08-18
P019961,R027202,32.36,2026-03-23
P019962,R025572,20.22,2025-07-31
P019963,R020791,23.16,2025-01-13
P019964,R022032,20.43,2025-10-28
P019965,R009238,27.2,2024-09-05
P019966,R019477,20.9,2025-12-27
P019967,R024329,9.46,2025-04-23
P019968,R013771,8.48,2025-11-12
P019969,R012377,5.41,2025-03-02
P019970,R010668,39.18,2024-12-07
P019971,R003020,36.85,2025-08-06
P019972,R027469,33.96,2025-04-01
P019973,R023822,10.32,2025-10-04
P019974,R021023,33.48,2025-10-16
P019975,R019833,8.93,2024-04-26
P019976,R022526,42.65,2025-06-17
P019977,R021511,17.72,2025-02-07
P019978,R026450,20.55,2024-09-07
P019979,R015527,20.64,2026-03-13
P019980,R010130,21.02,2025-07-22
P019981,R015540,17.89,2025-11-18
P019982,R024209,39.83,2025-11-13
P019983,R021936,19.59,2024-02-06
P019984,R004227,31.26,2026-01-28
P019985,R016147,13.27,2024-10-13
P019986,R010050,30.57,2025-12-25
P019987,R027589,34.74,2025-03-08
P019988,R002562,37.47,2025-03-17
P019989,R008533,33.47,2025-04-28
P019990,R013903,17.09,2026-03-30
P019991,R011464,32.02,2025-12-31
P019992,R011597,19.33,2025-01-21
P019993,R007220,13.45,2025-04-17
P019994,R024038,21.77,2025-01-24
P019995,R020016,40.21,2025-05-05
P019996,R025328,13.6,2026-04-10
P019997,R015676,36.68,2025-04-24
P019998,R007566,21.21,2026-02-16
P019999,R007627,6.59,2025-08-13
P020000,R010267,37.45,2025-01-29
P020001,R029748,20.75,2025-04-12
P020002,R012218,27.3,2024-09-06
P020003,R021623,27.06,2025-09-06
P020004,R004377,8.48,2026-03-28
P020005,R024608,21.97,2026-03-02
P020006,R018740,25.87,2024-11-09
P020007,R000553,18.18,2026-05-19
P020008,R009814,27.55,2025-08-02
P020009,R009794,27.98,2024-10-26
P020010,R011938,19.02,2024-08-16
P020011,R001210,39.16,2024-03-23
P020012,R003991,28.59,2026-02-15
P020013,R006656,33.02,2025-08-06
P020014,R028281,33.34,2025-11-23
P020015,R020026,25.57,2024-08-12
P020016,R029224,34.17,2024-04-09
P020017,R020846,45.98,2024-11-11
P020018,R019192,26.93,2025-08-20
P020019,R020847,12.89,2024-10-30
P020020,R011329,13.62,2025-08-09
P020021,R023207,21.27,2025-03-18
P020022,R021443,27.57,2025-12-07
P020023,R016451,17.7,2026-03-28
P020024,R026524,42.82,2025-12-22
P020025,R006470,38.28,2026-02-15
P020026,R002478,12.4,2025-11-05
P020027,R015817,7.13,2026-06-16
P020028,R016002,8.85,2025-05-31
P020029,R024264,24.6,2026-01-23
P020030,R022795,38.66,2025-02-21
P020031,R029028,40.05,2026-01-11
P020032,R014599,37.29,2024-10-11
P020033,R005670,38.64,2024-10-12
P020034,R015087,18.74,2026-02-26
P020035,R025408,31.35,2024-10-13
P020036,R007768,15.73,2024-12-21
P020037,R005132,25.72,2025-10-30
P020038,R007775,43.19,2024-10-19
P020039,R021340,26.67,2026-02-26
P020040,R016383,15.4,2026-05-12
P020041,R001251,33.22,2025-09-04
P020042,R011463,35.55,2025-02-24
P020043,R011463,35.55,2025-02-24
P020044,R027969,24.41,2025-06-07
P020045,R018772,45.86,2025-01-16
P020046,R012859,38.7,2026-05-26
P020047,R005038,15.02,2024-09-29
P020048,R004366,20.69,2024-09-24
P020049,R011674,5.65,2025-07-18
P020050,R010136,26.93,2025-06-15
P020051,R020755,5.6,2026-02-15
P020052,R029071,18.55,2024-12-17
P020053,R013953,42.38,2026-04-26
P020054,R015735,20.7,2024-04-29
P020055,R007889,18.27,2025-10-26
P020056,R025756,21.52,2026-04-11
P020057,R028417,7.31,2025-10-13
P020058,R008043,24.4,2024-06-25
P020059,R013573,17.5,2026-03-24
P020060,R006411,8.51,2025-02-21
P020061,R025673,10.84,2024-08-07
P020062,R011075,8.02,2024-11-26
P020063,R007900,5.8,2025-02-03
P020064,R024565,36.51,2025-10-05
P020065,R022109,5.91,2026-04-22
P020066,R004497,26.43,2024-09-08
P020067,R026505,30.22,2024-11-29
P020068,R022251,8.64,2025-12-06
P020069,R023101,16.08,2025-12-12
P020070,R013053,13.02,2025-10-26
P020071,R000034,24.08,2025-05-10
P020072,R023070,21.81,2024-09-25
P020073,R023926,12.25,2026-04-11
P020074,R029115,31.07,2025-09-09
P020075,R023398,34.7,2026-03-15
P020076,R020179,24.14,2025-02-05
P020077,R005398,29.51,2026-06-17
P020078,R017044,21.04,2025-08-09
P020079,R022485,36.89,2025-12-13
P020080,R022361,32.92,2025-01-04
P020081,R005508,38.99,2025-11-21
P020082,R022280,22.75,2024-04-28
P020083,R028000,31.22,2024-09-27
P020084,R015452,6.78,2025-06-17
P020085,R013847,23.75,2025-02-24
P020086,R021482,8.8,2025-12-02
P020087,R023448,30.43,2026-03-15
P020088,R022967,6.69,2026-05-19
P020089,R023645,27.42,2024-07-30
P020090,R015878,28.21,2026-05-08
P020091,R023219,32.09,2025-08-02
P020092,R017785,27.96,2025-08-08
P020093,R015059,5.41,2025-05-22
P020094,R002247,8.81,2024-01-02
P020095,R007569,16.39,2026-05-12
P020096,R001097,31.27,2024-04-28
P020097,R008023,27.2,2025-04-10
P020098,R007303,17.81,2024-06-10
P020099,R011139,11.5,2025-05-01
P020100,R017741,40.99,2025-09-10
P020101,R011616,21.95,2026-02-22
P020102,R027968,11.28,2025-03-22
P020103,R014284,13.95,2024-06-25
P020104,R016288,39.43,2026-03-04
P020105,R029217,31.65,2025-05-08
P020106,R002234,30.94,2026-06-30
P020107,R004702,12.32,2025-04-28
P020108,R004952,19.61,2025-09-29
P020109,R017610,14.08,2025-04-30
P020110,R019462,25.87,2025-11-03
P020111,R008766,21.89,2025-02-10
P020112,R010012,28.84,2026-06-24
P020113,R010451,22.87,2025-08-29
P020114,R027048,14.24,2024-07-08
P020115,R024290,36.42,2025-11-23
P020116,R026939,33.91,2025-02-27
P020117,R007851,35.0,2024-05-24
P020118,R010503,14.53,2025-09-07
P020119,R014914,28.55,2024-10-18
P020120,R026093,31.95,2026-04-25
P020121,R013067,40.79,2026-02-02
P020122,R008953,11.28,2024-06-28
P020123,R015663,14.14,2025-03-01
P020124,R010475,17.2,2025-04-29
P020125,R029504,19.01,2024-12-26
P020126,R013583,5.26,2024-01-08
P020127,R001905,18.55,2026-06-01
P020128,R003122,24.37,2025-03-26
P020129,R012819,30.64,2025-11-08
P020130,R024520,19.17,2026-03-12
P020131,R029222,22.29,2026-02-16
P020132,R012287,11.75,2025-12-19
P020133,R024441,35.77,2024-12-08
P020134,R018974,34.58,2025-02-11
P020135,R027603,27.32,2024-08-26
P020136,R014470,22.03,2025-05-06
P020137,R017237,41.31,2026-01-12
P020138,R008579,13.2,2025-05-14
P020139,R015673,19.28,2026-01-26
P020140,R016938,17.7,2025-03-22
P020141,R002302,5.33,2025-10-06
P020142,R003389,20.93,2024-05-31
P020143,R027982,7.75,2026-01-13
P020144,R002232,29.43,2024-03-11
P020145,R019797,10.71,2025-04-21
P020146,R005214,10.19,2025-12-19
P020147,R024175,5.04,2025-04-03
P020148,R015120,32.04,2024-07-27
P020149,R003015,40.93,2025-12-28
P020150,R029502,21.26,2025-08-19
P020151,R024142,37.06,2025-06-06
P020152,R027861,10.36,2025-08-24
P020153,R002952,42.74,2024-10-27
P020154,R017072,18.78,2025-11-24
P020155,R016518,8.28,2026-05-19
P020156,R005088,15.65,2024-10-06
P020157,R006222,25.17,2026-01-07
P020158,R017670,38.89,2026-02-06
P020159,R009025,6.42,2024-07-11
P020160,R013366,28.75,2025-04-21
P020161,R010408,12.82,2025-07-31
P020162,R008046,32.03,2025-11-01
P020163,R024760,11.77,2025-04-18
P020164,R020372,16.44,2024-12-28
P020165,R000886,32.89,2024-07-27
P020166,R021409,10.76,2025-12-26
P020167,R028286,13.63,2026-03-21
P020168,R022058,36.02,2025-01-14
P020169,R007943,16.61,2025-03-21
P020170,R020407,18.01,2024-09-16
P020171,R020207,36.33,2026-03-06
P020172,R012247,36.39,2024-05-18
P020173,R023292,42.99,2024-11-26
P020174,R000303,17.4,2025-09-16
P020175,R027269,36.85,2025-05-09
P020176,R009929,34.72,2026-03-21
P020177,R016048,27.32,2026-06-26
P020178,R027977,7.8,2026-05-13
P020179,R014822,27.02,2025-10-07
P020180,R018883,30.13,2024-12-08
P020181,R017612,26.75,2026-03-04
P020182,R005097,9.72,2025-05-15
P020183,R010906,38.52,2026-06-06
P020184,R002480,23.57,2024-07-16
P020185,R028381,28.6,2025-01-26
P020186,R029403,40.3,2026-01-09
P020187,R026762,12.07,2025-07-04
P020188,R021497,12.16,2026-05-29
P020189,R020096,35.93,2025-06-27
P020190,R020573,20.66,2024-10-10
P020191,R009925,32.23,2025-10-11
P020192,R025746,21.38,2024-11-30
P020193,R018285,23.11,2024-08-17
P020194,R029761,20.51,2026-01-21
P020195,R007648,6.06,2025-04-19
P020196,R025704,28.4,2024-10-11
P020197,R020222,33.35,2025-02-20
P020198,R002663,14.11,2025-01-12
P020199,R029673,35.08,2025-06-19
P020200,R026243,8.59,2026-04-18
P020201,R010079,34.2,2025-04-21
P020202,R015825,38.71,2026-03-15
P020203,R012944,18.65,2026-02-13
P020204,R016347,41.02,2024-06-28
P020205,R024762,21.83,2025-08-22
P020206,R006442,23.7,2025-09-05
P020207,R027817,6.59,2026-03-06
P020208,R016245,21.91,2025-12-10
P020209,R008556,8.0,2024-09-23
P020210,R000139,13.82,2024-08-15
P020211,R014839,27.62,2024-07-27
P020212,R014135,6.67,2026-02-28
P020213,R013752,33.61,2024-04-30
P020214,R017658,10.13,2025-10-03
P020215,R028940,36.03,2024-07-26
P020216,R018506,24.51,2024-04-02
P020217,R000228,26.47,2025-12-10
P020218,R014525,27.4,2024-10-10
P020219,R000497,9.07,2025-07-20
P020220,R020823,37.19,2024-09-25
P020221,R017616,32.17,2025-07-24
P020222,R011240,11.72,2025-10-14
P020223,R023591,20.38,2026-03-22
P020224,R021552,6.42,2025-02-02
P020225,R019970,11.13,2025-12-02
P020226,R021945,24.7,2025-05-09
P020227,R027714,22.75,2025-03-08
P020228,R006686,29.64,2025-11-28
P020229,R000128,21.23,2025-01-10
P020230,R028823,14.97,2026-06-23
P020231,R020723,8.43,2025-07-07
P020232,R014313,22.53,2024-12-01
P020233,R000933,6.12,2024-11-01
P020234,R015476,11.05,2025-10-21
P020235,R005326,15.1,2026-04-29
P020236,R023113,15.88,2025-02-17
P020237,R007792,4.73,2026-03-30
P020238,R014753,24.07,2024-05-09
P020239,R027271,35.0,2026-04-25
P020240,R019669,36.25,2025-07-06
P020241,R010838,24.06,2024-06-10
P020242,R004689,36.13,2025-07-25
P020243,R027543,31.7,2026-03-15
P020244,R004581,19.53,2024-07-11
P020245,R013328,28.2,2026-06-07
P020246,R009411,5.63,2024-12-14
P020247,R022473,29.46,2026-05-29
P020248,R005802,29.06,2025-04-13
P020249,R008077,12.91,2025-09-16
P020250,R010935,6.65,2025-07-10
P020251,R026876,34.41,2025-09-11
P020252,R001146,38.62,2025-01-23
P020253,R007018,33.75,2026-05-25
P020254,R023649,31.0,2026-06-20
P020255,R000925,10.98,2024-12-07
P020256,R007420,21.48,2024-11-20
P020257,R014036,13.82,2025-07-09
P020258,R027328,22.38,2024-12-04
P020259,R003560,8.28,2025-08-24
P020260,R009173,11.67,2024-08-05
P020261,R018811,10.35,2024-10-15
P020262,R015411,11.0,2025-10-02
P020263,R007193,13.31,2025-11-03
P020264,R022580,19.11,2025-08-09
P020265,R027644,13.2,2025-03-27
P020266,R018555,23.06,2025-01-16
P020267,R025320,9.45,2025-02-18
P020268,R020227,23.36,2025-02-14
P020269,R000734,24.94,2026-06-10
P020270,R021096,22.94,2024-08-25
P020271,R019045,9.7,2026-04-04
P020272,R017225,35.97,2025-07-28
P020273,R018624,29.32,2025-05-31
P020274,R028653,23.89,2025-07-16
P020275,R011483,11.07,2024-12-08
P020276,R016149,30.41,2025-07-31
P020277,R028718,40.2,2025-05-27
P020278,R006851,23.54,2025-11-20
P020279,R019366,27.25,2024-04-25
P020280,R020138,9.72,2024-04-28
P020281,R012283,7.82,2024-12-30
P020282,R003247,4.95,2025-02-02
P020283,R015050,9.13,2026-04-16
P020284,R024357,20.15,2024-07-24
P020285,R002971,34.6,2025-12-20
P020286,R018578,28.95,2024-07-08
P020287,R001551,22.49,2026-05-04
P020288,R027386,5.32,2025-01-09
P020289,R026293,26.95,2025-03-28
P020290,R019700,28.82,2025-11-01
P020291,R022461,7.01,2026-03-23
P020292,R026406,43.76,2025-08-11
P020293,R003942,13.88,2024-11-04
P020294,R022386,8.52,2024-08-19
P020295,R002076,29.44,2026-05-19
P020296,R018389,30.22,2025-12-16
P020297,R028498,31.95,2024-10-06
P020298,R010678,29.28,2024-10-15
P020299,R003016,23.36,2026-06-18
P020300,R014980,31.11,2025-09-24
P020301,R004578,8.18,2024-05-21
P020302,R015807,30.46,2024-12-07
P020303,R027182,18.68,2025-07-01
P020304,R016087,21.33,2025-06-03
P020305,R017147,8.47,2025-01-24
P020306,R002988,29.81,2026-02-03
P020307,R001879,38.27,2025-09-23
P020308,R027252,39.97,2025-02-20
P020309,R023010,23.88,2026-03-21
P020310,R009883,10.85,2025-06-02
P020311,R004057,5.4,2024-08-17
P020312,R001096,10.96,2025-11-08
P020313,R014880,17.36,2024-07-02
P020314,R021079,24.04,2025-03-04
P020315,R005736,35.42,2025-01-25
P020316,R029190,31.64,2024-09-25
P020317,R002523,33.38,2025-09-06
P020318,R022269,5.76,2024-12-08
P020319,R028325,5.05,2025-06-26
P020320,R028325,5.05,2025-06-26
P020321,R024036,21.87,2024-11-19
P020322,R028970,9.93,2025-07-16
P020323,R009237,42.67,2025-12-15
P020324,R010172,29.14,2024-05-22
P020325,R002940,22.58,2024-07-01
P020326,R016382,28.78,2024-09-05
P020327,R021943,37.39,2025-08-17
P020328,R002098,24.92,2024-09-24
P020329,R002098,24.92,2024-09-24
P020330,R010470,23.9,2024-12-12
P020331,R014161,14.17,2024-12-20
P020332,R001335,26.43,2025-10-16
P020333,R006481,33.26,2025-09-05
P020334,R019497,15.54,2025-08-03
P020335,R027706,37.14,2025-08-08
P020336,R027706,37.14,2025-08-08
P020337,R028767,37.28,2026-02-17
P020338,R027910,19.35,2026-05-30
P020339,R025268,17.15,2024-06-01
P020340,R017309,17.67,2025-08-27
P020341,R009828,21.64,2024-08-21
P020342,R016146,5.34,2024-12-19
P020343,R014730,27.55,2024-03-02
P020344,R002687,15.34,2026-06-23
P020345,R005840,22.16,2025-02-10
P020346,R011051,14.92,2025-01-02
P020347,R016593,9.47,2026-03-09
P020348,R024059,32.66,2026-05-21
P020349,R007556,22.42,2025-05-18
P020350,R011182,13.46,2024-06-24
P020351,R024959,19.02,2025-08-30
P020352,R001714,19.68,2026-03-21
P020353,R011381,5.24,2025-12-22
P020354,R022787,43.57,2025-12-11
P020355,R022787,43.57,2025-12-11
P020356,R013104,22.78,2024-09-04
P020357,R026429,14.7,2026-01-12
P020358,R026074,23.89,2025-09-13
P020359,R006682,11.32,2025-12-23
P020360,R023430,23.47,2026-01-21
P020361,R007605,19.09,2026-02-23
P020362,R019481,44.75,2026-05-11
P020363,R005904,25.19,2025-02-11
P020364,R016785,31.3,2025-08-22
P020365,R004917,35.66,2025-06-11
P020366,R029390,9.32,2024-08-28
P020367,R021563,13.78,2024-07-28
P020368,R027674,10.7,2025-06-03
P020369,R006080,19.04,2026-04-17
P020370,R015501,30.51,2025-07-20
P020371,R014269,22.24,2025-07-05
P020372,R001001,27.21,2024-04-12
P020373,R011015,37.55,2026-04-28
P020374,R022452,12.3,2026-03-24
P020375,R009844,33.55,2025-12-11
P020376,R003352,10.25,2024-12-04
P020377,R011133,13.76,2025-11-01
P020378,R008584,15.52,2024-07-29
P020379,R018387,27.52,2026-03-28
P020380,R006864,28.21,2026-03-15
P020381,R024808,15.68,2026-02-17
P020382,R012148,12.4,2025-02-24
P020383,R000862,34.77,2025-12-11
P020384,R020551,25.08,2025-07-01
P020385,R017429,21.7,2024-12-27
P020386,R005769,40.34,2026-01-18
P020387,R018826,30.96,2025-08-18
P020388,R010217,44.45,2024-08-10
P020389,R027409,30.96,2026-01-29
P020390,R017917,39.42,2024-11-25
P020391,R021423,14.91,2025-07-14
P020392,R025366,40.03,2025-09-03
P020393,R015716,19.14,2025-01-28
P020394,R010476,25.19,2026-03-09
P020395,R013108,38.0,2024-07-16
P020396,R013474,34.85,2025-03-06
P020397,R007903,6.95,2026-04-10
P020398,R007286,32.31,2024-08-03
P020399,R022621,11.37,2025-05-18
P020400,R013497,34.32,2025-09-01
P020401,R020958,34.4,2025-12-21
P020402,R001800,28.16,2025-02-08
P020403,R013928,13.09,2025-02-13
P020404,R019368,19.15,2024-11-09
P020405,R005778,18.05,2025-10-06
P020406,R015876,25.87,2026-02-24
P020407,R027889,25.27,2025-04-20
P020408,R000565,5.49,2026-02-12
P020409,R015624,39.28,2026-03-15
P020410,R029970,29.08,2024-05-11
P020411,R002537,30.75,2024-06-05
P020412,R004325,6.85,2025-05-27
P020413,R013025,28.33,2024-04-24
P020414,R015538,7.33,2024-08-07
P020415,R007825,15.18,2026-04-26
P020416,R013021,44.41,2025-12-22
P020417,R019620,22.32,2025-10-05
P020418,R022527,9.24,2024-09-10
P020419,R025477,39.18,2024-07-13
P020420,R021594,26.98,2024-12-29
P020421,R009533,9.37,2025-04-20
P020422,R025859,37.85,2025-10-27
P020423,R024754,7.78,2026-04-05
P020424,R020982,5.18,2025-12-16
P020425,R009349,35.92,2024-12-24
P020426,R028320,25.62,2025-06-07
P020427,R024104,5.55,2026-04-28
P020428,R002836,32.75,2024-08-29
P020429,R003816,25.82,2026-02-01
P020430,R006327,12.14,2026-04-25
P020431,R002204,15.94,2025-06-18
P020432,R021926,33.73,2025-09-06
P020433,R002445,34.88,2024-11-11
P020434,R012416,24.66,2024-06-01
P020435,R001232,12.47,2026-01-16
P020436,R016089,26.33,2024-08-01
